微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KkuMGmN8l,https://weibo.cn/comment/KkuMGmN8l?uid=575544195&rl=0#cmtfrm,"转发理由://@债说: 都是猪肉搞的。。。  
原始用户: 历史的进城
转发内容: 中国5月社会消费品零售总额同比增长12.4%，预估为14%，前值为17.7%。 历史的进城的微博视频  ",False,无,2021-06-16 22:57,微博 weibo.com,0,0,0
KkuLG0UB9,https://weibo.cn/comment/KkuLG0UB9?uid=575544195&rl=0#cmtfrm,"转发理由://@-罐儿-: //@重工组长于彦舒:哈哈哈哈哈哈//@使徒子:有几张没见过hhhh //@M大王叫我来巡山:第一个我看一次笑缺氧一次//@氪爆:再 放 送//@夏至蟲吟:经典老图//@魔物娘Hakuryu_绝赞带娃中: 过于好笑//@W栗子W:但还是很好笑//@番茄炖土拨鼠:经典永流传//@·蒜蓉小龍虾·:给爷笑清醒了草  
原始用户: 小狗在哪呀
转发内容: 靠一些四处搜寻de动图  [组图共18张] 原图 赞[34738] 原文转发[40517] 原文评论[16794]转发理由://@-罐儿-: //@重工组长于彦舒:哈哈哈哈哈哈//@使徒子:有几张没见过hhhh //@M大王叫我来巡山:第一个我看一次笑缺氧一次//@氪爆:再 放 送//@夏至蟲吟:经典老图//@魔物娘Hakuryu_绝",False,无,2021-06-16 22:54,微博 weibo.com,0,0,0
KkuJq0rHB,https://weibo.cn/comment/KkuJq0rHB?uid=575544195&rl=0#cmtfrm,"转发理由://@天狼50陈浩: 震撼！  
原始用户: 人民日报
转发内容: 【#5200架无人机高燃演绎百年奋斗路#】红船起航、万里长征、新中国成立……近日，深圳龙岗，5200架无人机在夜空勾勒出中国共产党的百年奋斗之路，画面让人热泪盈眶。征途漫漫，惟有奋斗！#中国共产党100周年#龙岗发布的微博视频  ",False,无,2021-06-16 22:49,微博 weibo.com,0,0,0
KkuIcxBCy,https://weibo.cn/comment/KkuIcxBCy?uid=575544195&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 陈如是说
转发内容: 我们已深深嵌入世界，不可能，也绝不应该因为疫情完全封闭起来。无论公私原因在外打拼的国人，都值得尊重和爱护，他们也是当下国家、社会、经济正常运行的功臣。去年疫情刚起，仓促之间，叔曾经不支持在没有准备、没有条件的情况下，放开火力撤侨（事实上也无必要）。现在条件、经验已经具备，尽可能安排驻外工作学习生活的国人自愿返国，哪怕要冒一些风险都是应该的。事实上，我们的海陆空口岸都没有封关，而且加足马力在运行，只不过多了一些严格的程序保障而已。大家可以去民航局的网站上看，仅5月，仅加班包机就达700条航线，执行班次叔就没有数了，太多了。试想，如果通过封关、杜绝人货往来，来度过疫情大流行时代，中国在这个世界上还有存在感么？这个世界会认为我们是另类。我们不封，我们开足马力给全球提供产能支持和技术支持，保持高强度高频度的对外往来的同时，我们也能把病毒按得死死的。现在这样在大流行中坚持开放的中国对于世界而言，是最好的。//@wuli_via: 啊？原来如此。我刚才失言了，不能轻易说断航的，抱歉。//@陈如是说:有些驻外的员工，早已经到期，无论如何也要尽可能安排回国//@吃鸡蛋的钢铁娃:好多都是国企职工去非洲援建的。挺不容易的。我单位进出口的同志回来的时候三分之二被确诊了。//@陈如是说:在外打拼的国人真是不易。【背景新闻】#一南非入境航班25人核酸检测阳性#                     ",False,无,2021-06-16 22:46,微博 weibo.com,0,0,0
KkuGpaSBk,https://weibo.cn/comment/KkuGpaSBk?uid=575544195&rl=0#cmtfrm,"转发理由://@A股气氛组: 是不是那一个月的体能培训就是陪富婆 培训期还要倒贴餐费 一个月后你也就废了//@洛雨R:回复@阿夏夏_xx:你仔细看看  评论配图  //@阿夏夏_xx:回复@洛雨R:还是男的有市场  
原始用户: 洛雨R
转发内容: 下海补仓  原图 ",False,无,2021-06-16 22:41,微博 weibo.com,0,0,0
KkuFdCfA5,https://weibo.cn/comment/KkuFdCfA5?uid=575544195&rl=0#cmtfrm,"转发理由://@债说: 好小伙。。。  
原始用户: 澎湃新闻
转发内容: 【海南“救溺水儿童遇难”小伙出身双警家庭，24岁留学归国】#24岁小伙海南救溺水儿童遇难#6月16日，海南万宁。入海救溺水儿童遇难的24岁小伙胡煜坤出殡。家属同事告诉澎湃新闻，他出身于武汉双警家庭，去年留学归来，当天和女友一家游玩，听到呼救声甩开女友的手去救人。事发后获救者家属送来感谢信和...全文 ",False,无,2021-06-16 22:38,微博 weibo.com,0,0,0
KkuF3xexV,https://weibo.cn/comment/KkuF3xexV?uid=575544195&rl=0#cmtfrm,"转发理由://@sunwear: 哎。  
原始用户: 极目新闻
转发内容: 【两名儿童被海浪卷走，#武汉小伙两次入海救人不幸遇难#】6月13日下午，24岁的武汉小伙胡煜坤与女友一家到海南万宁日月湾游玩。同游的，还有女友弟弟的几名小学同学。当日下午4时许，海水开始涨潮，同游的小孩子被浪潮卷入海中。胡煜坤甩开女友的手，冲入海中两次救人。两个落水孩子最终被救上岸，胡煜坤却再也没有回来。女友关女士的母亲说，胡煜坤的父母都是人民警察，他是一个十足的热心肠，遇到他人有困难总会第一个冲在前面。http://t.cn/A6VDBtPT  极目新闻的微博视频  #24岁小伙为救两名儿童遇难#                     ",False,无,2021-06-16 22:38,微博 weibo.com,0,0,0
KkuEQfwVr,https://weibo.cn/comment/KkuEQfwVr?uid=575544195&rl=0#cmtfrm,"转发理由://@-罐儿-: @专业戳轮胎熊律师 你教的？//@索索-sophia: 好傢伙，藏挺多//@风息神泪:笑出声。跟仓鼠藏食物一样。嘴里也太能塞了吧。//@客心MINOR: ...这么多！  
原始用户: 头条新闻
转发内容: 【#金毛满嘴糖豆主人硬核夺食# 网友：脑仁嗡嗡的】据@搜狐千里眼 消息：6月15日，广东广州。梁先生家装糖豆的罐子不小心倒了，糖撒了一地，金毛看到后拼命往嘴里塞。梁先生让它吐出来也不吐，只好上手掰开嘴巴晃着它的头，把糖都扒拉出来。网友笑称这是“虎口夺食”，看的有点“脑震荡”了。...全文 ",False,无,2021-06-16 22:37,微博 weibo.com,0,0,0
KkuEsB2lN,https://weibo.cn/comment/KkuEsB2lN?uid=575544195&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 千岛酱虾球球
转发内容: 蛙蛙恰饭了～小家伙还挺凶.... 千岛酱虾球球的微博视频  ",False,无,2021-06-16 22:36,微博 weibo.com,0,0,0
KkuCTqjrw,https://weibo.cn/comment/KkuCTqjrw?uid=575544195&rl=0#cmtfrm,"转发理由://@陈如是说: 交完税，爱去哪去哪  
原始用户: 巍岳钦禹
转发内容: 潘石屹这一家真的要逃离中国了。把老本SOHU公司都给卖掉了。之前他的儿子发表了侮辱英雄的言论网上追逃，现在又把公司卖掉，这家子全部出国了。这些祸害留在国外挺好，永远别回来了。  原图 ",False,无,2021-06-16 22:33,微博 weibo.com,0,0,0
KkuCj6PvC,https://weibo.cn/comment/KkuCj6PvC?uid=575544195&rl=0#cmtfrm,"转发理由://@债说: ？？为啥现在还不敢指名道姓，难道这前辈比思聪还有势力？？//@pkuwd: 女孩好看些，真的会面临很多额外的风险。没钱没势的会死缠烂打、捅刀泼硫酸，有钱或有势的可以利诱、打压、荡妇羞辱，而缘起可能只是“你都穿高跟鞋和我见面了”。  
原始用户: 晒豆酱不是调味料
转发内容: 昨天“热闹”了一整天的事件，让我彻夜难眠，今天我想和大家说说，顺便给大家提个醒。我本人大学本科是新闻学，大一有一项作业，就是去观察互联网的新闻传播模式，那年19岁的我关注了一个200多w粉的大V号，在当时这个粉数量相当可观，并且评论犀利，很有力度。于是我试着用私人号评论，经常留言，没想到收到了这个号的私信。他谈吐幽默，告诉我他真实的工作，果然是新闻行业的前辈。我受宠若惊，立刻开始着手联系，经常发表一些自己不同的看法，聊了几天之后，他要求见面，可以接受我的采访。我继续受宠若惊，因为他的身份是当时我能接触到的行业天花板，可是为了避嫌，没错，我就是想避嫌，我把见面地点约在了某著名景点的人来人往的公园里（他想约酒吧街），带上了笔记本和录音笔，怀着崇拜的心情去采访他。他的外表再次令我震惊，高，帅，西装，而且是30多岁很有风度的帅，只是让我没想到的是他竟然喝酒了。我当时礼貌性地夸了他几句叔叔没想到你这么帅，可是接下来整个过程他都不在状态，并且在我离开的时候，想要亲我的嘴。我当时反应很快，一把捂住自己的嘴巴，我说叔，这个不行。他说，那怎么能行，你都穿高跟鞋和我见面了。几天后，我俩的聊天记录完全重现了昨天那场“热闹”的过程，从一个女生不得不回复，到担惊受怕，到开始疯狂反击。他先是利用粉丝影响力帮我宣传，每次都高调转发我的社会事件评论，给我一种他能让我一飞冲天的幻觉，然后开始加码，说只要追到我，就把手底下另外一个几百万粉丝的大号给我管理。听听，够恶心的吧。可是作为一个19岁、父母不在身边的女生，我能做的，就是无限推辞、拒绝、冷处理，但是在感觉他愤怒之前，说几句好话稳住他，因为他真的能毁了当时的我，认识我实习时候的老板，并且我无意之间透露了当时的住址。一个手里屁大点权力的人，就能对另外一个人进行一场剿杀。然后，他开始发动身边的力量，公开污蔑我，说我是陪酒换来的实习机会。顺便发动了一波网爆，和他一起网爆我的，都是他身边的女同事？每个都是几十万粉的v，情感博主、作家等等。同时他对我进行了一模一样的舔狗追求、安全威胁，还说派人在我住处盯着我了。我无法判断这句话的真伪，但事已至此，只好求助当时的小领导，而他看过之后，一笑置之，说人家这是喜欢你，还反问我，高富帅有什么不好呢。当然不好，因为我他妈没看上你！最后我经历了一波疯狂撕逼之后，求助了当时我的组长。也就是这个组长，他帮我去协调了，具体怎么协调我不知道，但反正那个恶心的男人放话，让我道个歉就完事了。是我的错吗？我为什么要道歉？但最后我也只能打个电话去道歉，一场“闹剧”终止，可是我恶心到现在。如果现在这件事闹大，我也不算完美受害者，第一，我主动联系了他，第二，我答应了见面，第三，我夸了他帅，第四，我无数次在他准备爆发的前一秒服软，等等等等。这种包装成舔狗的危险行为，根本不是瓜。我当时的尽头就是女疯批，做好了鱼死网破的准备，每一句看似舔狗的话，背后都是我能轻易毁了你哦。有时候，男人觉得女生欲拒还迎，其实是我们害怕。几年过去，人家好好的，帮他网爆我的女博主们也好好的，而我只想比个中指，我是你爹！                     ",False,无,2021-06-16 22:31,微博 weibo.com,0,0,0
