微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgWiH9DEh,https://weibo.cn/comment/KgWiH9DEh?uid=1600648517&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 央视网快看
转发内容: 【#我国每年粮食流通加工损失超700亿斤# 相当于吉林省一年粮食产量】我国粮食连年丰收，库存丰盈，但粮食损失浪费现象仍然存在，粮食流通与加工损失仍然偏高，尤其是在储藏、运输和加工环节，每年损失量相当于吉林省一年的粮食产量。国家粮食和物资储备局安全仓储与科技司司长 王宏：“目前部分农户储粮设施简陋、区域产后烘干能力不平衡等导致农户储粮损失仍然突出，因过度加工、加工工艺落后等因素，也造成粮食损失。每年我国粮食储藏、运输、加工环节损失量达700亿斤以上。” #市民写给袁老的留言看哭了#央视网快看的微博视频                     ",False,无,2021-05-24 13:39 ,坚果手机 Pro 2S,0,0,0
KgWhXnEZH,https://weibo.cn/comment/KgWhXnEZH?uid=1600648517&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 台湾傻事
转发内容: 金门机场快筛点遭陈时中团伙强拆 台湾傻事的微博视频  ",False,无,2021-05-24 13:37 ,坚果手机 Pro 2S,0,0,0
KgWhIhhEF,https://weibo.cn/comment/KgWhIhhEF?uid=1600648517&rl=0#cmtfrm,"转发理由://@司马3忌:这个蛙蛙确实够蠢，如果看过方方的《武汉日记》，就会说是听一个医生朋友说的，他就是吹哨人了  
原始用户: 后沙月光本尊
转发内容: 台湾南投县一名吴姓男子在网上跟人聊天时说：「一滴水面馆」有员工被隔离……南投县警察局立刻上门抓人，吴姓男子被捕后，由于无法交代信息来源，只承认是听说，已被移送到地检署侦办。他家里人在喊冤，他所谓的涉嫌犯罪证据，就是图中这句话。公知来看看，原汁原味的～因言获罪！  原图 ",False,无,2021-05-24 13:36 ,坚果手机 Pro 2S,0,0,0
KgWh76LDw,https://weibo.cn/comment/KgWh76LDw?uid=1600648517&rl=0#cmtfrm,"转发理由://@-逆光飞行-:妆画的不错//@枪-和玫瑰://@金箍棒200402: @美国驻华大使馆  看看这香港为所谓民主爆眼的，这原来是假装的！这就是为民主不惜用这么下作的手段？下作到如此程度，你让中国公知们可怎么做人！  
原始用户: 网眼八分斋
转发内容: 【信美国这套鬼把戏？】看看2019年香港所谓的爆眼女，好好的，逃台湾去了！想一下美国在各个地方致乱的媒体设计、造假、欺骗，何其讽刺和恶心……#对袁老你有什么记忆##袁隆平遗体送别仪式##比特币大跌#  原图 ",False,无,2021-05-24 13:35 ,坚果手机 Pro 2S,0,0,0
KgVWfpFqq,https://weibo.cn/comment/KgVWfpFqq?uid=1600648517&rl=0#cmtfrm,"Poppy - I Disagree (Live in Houston, TX, 11012019) #容貌焦虑对你造成的影响#  我想发什么用不着你管i的微博视频  ",True,无,2021-05-24 12:43 ,微博视频号,1,0,0
KgVTuE7u4,https://weibo.cn/comment/KgVTuE7u4?uid=1600648517&rl=0#cmtfrm,"转发理由://@开心兔顶呱呱: 这很奇怪吗？ 让人奇怪吗？坑蒙拐骗就是台独分子的拿手好戏。  
原始用户: 风闻社区
转发内容: 看得我脚趾抠地……台媒发台湾医疗人员累瘫照片，结果全！都！不！是！台！湾！的！  原图 ",False,无,2021-05-24 12:36 ,微博 weibo.com,0,0,0
KgVsiwcmG,https://weibo.cn/comment/KgVsiwcmG?uid=1600648517&rl=0#cmtfrm,Poppy - My Microphone #女生如何对抗年龄焦虑#  我想发什么用不着你管i的微博视频  ,True,无,2021-05-24 11:29 ,微博视频号,1,0,0
KgV6ddJyZ,https://weibo.cn/comment/KgV6ddJyZ?uid=1600648517&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 日本傻事
转发内容: 又到了一年一度的日本SB们的诅咒“三峡的季节”了，日本人去年诅咒三峡，诅咒蝗虫，今年又要再来？#日本#  [组图共2张] 原图 ",False,无,2021-05-24 10:35 ,微博 weibo.com,0,0,0
KgTGEpIZL,https://weibo.cn/comment/KgTGEpIZL?uid=1600648517&rl=0#cmtfrm,"转发理由://@秋寒111:说句不好听的，武器都拦不住美国卖你们，疫苗要是美国真心想卖能拦住？不要脸的专业甩锅  
原始用户: 上帝之鹰_5zn
转发内容: 绿蛙：大陆处处阻挠我们买疫苗 上帝之鹰_5zn的微博视频  ",False,无,2021-05-24 06:59 ,坚果手机 Pro 2S,0,1,0
KgRHgbNEz,https://weibo.cn/comment/KgRHgbNEz?uid=1600648517&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 上帝之鹰_5zn
转发内容: 影像资料：看看港台在港乱期间干的那些烂事！ 上帝之鹰_5zn的微博视频  ",False,无,2021-05-24 01:55 ,坚果手机 Pro 2S,0,0,0
KgRF8EPTZ,https://weibo.cn/comment/KgRF8EPTZ?uid=1600648517&rl=0#cmtfrm,"转发理由://@austin的制作人:😀😀😀//@爆炒鲱鱼罐头:这群曱甴傻子，要不要下午茶加宵夜，冻饮随便打，一盅两件随便吃？坐监以为叹世界咩  
原始用户: 上帝之鹰_5zn
转发内容: 前年蟑螂闹事要求开冷气，今年蟑螂坐牢还是要求开冷气  原图 ",False,无,2021-05-24 01:50 ,坚果手机 Pro 2S,0,0,0
