微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K9QTECb3m,https://weibo.cn/comment/K9QTECb3m?uid=1238413861&rl=0#cmtfrm,#蒙昧的21世纪# 穷老百姓，最烦揣着明白瞎扯皮的。创作自由，绝对杂食，保持产出您就是太太。网友讨论就事论事，人身攻击和人肉是不对的。（畜生不在此列）汉服旗袍lolita任何衣服，好看就穿，别磕头洗脚立规矩了大清早没啦！对得起你的义务教育！女权即人权，别在那瞎着急敌对势力了，别人喊疼你别觉得吵，且轮不着女的做坏事呢。男的把各种欲望兜住，闭嘴停手学，干净有礼貌就不会被嫌弃，加油！你可以做个人。人类对地球有原罪，别碰野生动植物！！！搬砖摸鱼，渴望暴富，我叫不生气。                  原图                             ,True,无,2021-04-07 23:01,微博国际版,17,6,1
KgVR5oBLf,https://weibo.cn/comment/KgVR5oBLf?uid=1238413861&rl=0#cmtfrm,"转发理由:心动了！这个我可以@墨村祈風  
原始用户: 残翼制作组
转发内容: 【预告】GSC20周年 x 魔卡少女樱连载25周年 x CLAMP30周年1/7 「木之本桜 Always Together ～ Pinky Promise ～」5月29日即将公开！  残翼制作组的微博视频  ",False,无,2021-05-24 12:30,微博 weibo.com,0,0,0
KgVOmCKqV,https://weibo.cn/comment/KgVOmCKqV?uid=1238413861&rl=0#cmtfrm,"转发理由:很想要那个手套无人机！//@山河草莓: 那个小新打气球也太好玩了//@重工组长于彦舒:哈哈哈哈哈//@铁板烧鬼舞w:能不能给我个链接，我想要  
原始用户: 黄濑濑濑濑
转发内容: #让人无语的沙雕玩具# 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 #金牌混剪# 黄濑濑濑濑的微博视频  ",False,无,2021-05-24 12:24,微博 weibo.com,0,0,0
KgVNtqIxa,https://weibo.cn/comment/KgVNtqIxa?uid=1238413861&rl=0#cmtfrm,"转发理由:好快乐！//@集夢盒子: 这就是女生们的爱与欢乐啊  
原始用户: 扬古慧工作室
转发内容: #汉服# 什么叫做C位出道！只要你敢入镜，你就是最靓的仔！！@集夢盒子 @翻身仨大捏fafa @祇迦罗_十二楼 @水果稀 果果帮忙艾特啾啾呀  [组图共6张] 原图 ",False,无,2021-05-24 12:21,微博 weibo.com,0,0,0
KgVNckGdz,https://weibo.cn/comment/KgVNckGdz?uid=1238413861&rl=0#cmtfrm,"转发理由:#蒙昧的21世纪# //@·UIUN·:总有男性在被杨笠冒犯后得意洋洋为自己辩护：“那我是不是也可以上台说女性普通自信，也可以说女性垃圾！到时候你们也别感到被冒犯！”说真的，1他上不了台，2说女性普通自信真的没有共鸣  
原始用户: Ericaliga
转发内容: 普通女孩向往女团形象，觉得自己不够美。普通男孩嘲笑男团形象，觉得他们不如自己帅。  普通女孩对自己不是“处女”了感到羞耻。普通男孩对自己不是处男了以及“上”过多少个女孩而感到自豪。  普通女孩照镜子发现嘴角长了一颗闭口。普通男孩照镜子感叹从未见过如此帅气的脸。  普通女孩做了大多数家务还担心男人不爱自己了是不是自己做得不够。普通男孩做了一次家务就在吵架时无奈提问“你还想怎么样”。 普通女孩穿吊带短裤出门担心被评价不得体、被议论身材不好、被偷拍、被跟踪、被猥亵。普通男孩操场打球看见女孩路过心想“她一定是想看我脱衣服”然后脱掉上衣露出排骨or三层肉。  普通女孩对自己表现得太有野心了感到顾虑。普通男孩领着三千块的薪水吹三千万的牛。 … 综上所述，普通女孩大多数远远低估自己的价值甚至自我贬低。普通男孩绝大多数呈现非人哉的自我高估，严重泡沫化幻想，借鉴历史，泡沫是危机的前兆。 为了贯彻落实我国男女平等的基本国策，达到男女自我估值平衡合理的最终目标： 人民群众有义务帮助普通女孩提高自我认知，此行为的民间俗称“姥子最蒂”，让普通女孩全方位提高三心：自信心、进取心、事业心。 同时，为了拯救即将泡沫崩盘又没有能力承接崩溃的普通男孩，人民群众有必要为普通男孩尽早提供全面打击教育，让其提前适应自己真的很差劲的现实生活，早日降低虚高的自我估值，回归健康的平衡状态。 祖国万岁。                     ",False,无,2021-05-24 12:21,微博 weibo.com,0,1,0
KgVGDlA4j,https://weibo.cn/comment/KgVGDlA4j?uid=1238413861&rl=0#cmtfrm,"转发理由:【英国】家庭烹饪大赛……我好奇了哈哈哈哈  
原始用户: 猛犸君侯
转发内容: 【58分钟英字完整版.八集连发.④】【纪录片.BBC.最佳家庭烹饪大赛.Best.Home.Cook.S02.2020】厨艺是一种技术，更是一种艺术。英国家庭烹饪大赛，由Mary Berry等著名主厨担任评委，评选出最佳菜肴。全8集，如果转发量低，则不再发布后续Claudia Winkleman hosts as Mary Berry, Angela Hartnett and Chris Bavin put ten of the nation’s best home cooks through their paces.#微博纪录片联盟# #英语[超话]# #全民知识节# 猛犸君侯的微博视频                     ",False,无,2021-05-24 12:04,微博 weibo.com,0,0,0
KgVDFheuI,https://weibo.cn/comment/KgVDFheuI?uid=1238413861&rl=0#cmtfrm,"转发理由:好的，这男的哪个学校什么专业身份证号多少，让我们去骂他吧  
原始用户: 当红炸子鸡小陈
转发内容: 温.柔  [组图共4张] 原图 ",False,无,2021-05-24 11:57,微博 weibo.com,1,2,0
KgVcGxAtv,https://weibo.cn/comment/KgVcGxAtv?uid=1238413861&rl=0#cmtfrm,"转发理由:以前总是担心晚景凄凉，现在想想太乐观了，哪有那么幸运能活到88。  
原始用户: 马特特别胖了
转发内容: 昨晚梦到自己得了癌症。决定放弃治疗，拿了止疼药回家，并且和家人商量好疼得受不了时就去安乐死。醒来之后发现今天是周一。  ",False,无,2021-05-24 10:51 ,微博国际版,0,0,0
KgV149c6G,https://weibo.cn/comment/KgV149c6G?uid=1238413861&rl=0#cmtfrm,"转发理由:无法拒绝//@岛田克已k :太震撼了//@喜上弧梢 :天麻，永远滴神//@涼風suzukaze :图一大概是我看的第一张宝冢图 幼小的心灵被震撼//@宫野蛋堡_爱哲宝 :又到了一月一次被掰弯的时候了吗//@Ama天mi海yu祐ki希 :嘤嘤嘤  
原始用户: 日本零君
转发内容: 宝冢时期的天海佑希 不愧是人间扳手  [组图共12张] 原图 ",False,无,2021-05-24 10:22 ,微博国际版,1,49,0
KgUXri4Ol,https://weibo.cn/comment/KgUXri4Ol?uid=1238413861&rl=0#cmtfrm,"转发理由://@AbbeyChry ://@玉垒关 :里面有一句，女孩子被培养成把别人的需要当做是自己的需要，别人需要你，就是你最大的价值。实在太有感触了。 这就是讨好型人格的本质吧  
原始用户: 柠柠每日吃瓜
转发内容: “爱情是女性经受的最大骗局，没有之一。” 原作者：@不如_扭扭  [组图共4张] 原图 ",False,无,2021-05-24 10:13 ,微博国际版,2,2,0
