微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgNq021SQ,https://weibo.cn/comment/KgNq021SQ?uid=1054332927&rl=0#cmtfrm,"转发理由://@司令本V:唉，不知道说啥哟。//@刘春:  
原始用户: 谭飞
转发内容: 我想笑但是笑不出来……  原图 ",False,无,2021-05-23 15:02,红米Note7 4800万相机,0,0,0
KgNpMo5K2,https://weibo.cn/comment/KgNpMo5K2?uid=1054332927&rl=0#cmtfrm,"转发理由://@司令本V:心态马上变好。//@来去之间:有些大号，天天跟孩子吵架，还拉黑……你会跟邻居孩子在马路上扭打么//@去他妈的狗屁爱情:OKfine，与互联网和解//@南小小小音:天天跟群小孩儿闹//@鲁雪婷抢包山:是不是很多事都可以理解啦哈哈  
原始用户: 知中ZHICHINA
转发内容: 中国网民学历比例 2000-2020  原图 ",False,无,2021-05-23 15:01,红米Note7 4800万相机,0,0,0
KgNoIayQX,https://weibo.cn/comment/KgNoIayQX?uid=1054332927&rl=0#cmtfrm,"转发理由://@司令本V:主人们太坏了。。。//@惨绿少年金三坨:哈哈哈哈哈哈哈笑死//@爱吃蛋炒饭的小狮:狗在掷骰子吗？  
原始用户: 谷大白话
转发内容: 两口子朝不同方向跑开测试狗子会更爱谁 [via kamilandra] 谷大白话的微博视频  ",False,无,2021-05-23 14:59,红米Note7 4800万相机,0,0,0
KgNnTFTRa,https://weibo.cn/comment/KgNnTFTRa?uid=1054332927&rl=0#cmtfrm,我分享了文章 愚蠢的人掌权后会有什么表现？  ,True,无,2021-05-23 14:57,红米Note7 4800万相机,0,0,0
KgNnGocI2,https://weibo.cn/comment/KgNnGocI2?uid=1054332927&rl=0#cmtfrm,"转发理由://@潘海天://@燃玉: 看完了  
原始用户: 风云学会陈经
转发内容: 黄河石林百公里越野赛到底发生了什么#甘肃山地马拉松16名参赛选手遇难# 赛事亲历者的报告，很有价值，很罕见的事故。最新情况20人死亡，一人失联。  [组图共3张] 原图 ",False,无,2021-05-23 14:56,红米Note7 4800万相机,0,0,0
KgNmI8BLc,https://weibo.cn/comment/KgNmI8BLc?uid=1054332927&rl=0#cmtfrm,"转发理由://@别样壹天://@罗小卫: 转发微博  
原始用户: 业余宽客
转发内容: 史上最嚣张的虚拟币DeFi100，卷款跑路后网站更新 ""我们骗了你们，而你们什么都做不了 "" #数字货币##比特币#  原图 ",False,无,2021-05-23 14:54,红米Note7 4800万相机,0,0,0
KgI0L1Q2I,https://weibo.cn/comment/KgI0L1Q2I?uid=1054332927&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 老简宁
转发内容: 小开 老简宁的微博视频  ",False,无,2021-05-23 01:16,红米Note7 4800万相机,0,0,0
KgI0yFkqI,https://weibo.cn/comment/KgI0yFkqI?uid=1054332927&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 老简宁
转发内容: 干架神剧 老简宁的微博视频  ",False,无,2021-05-23 01:15,红米Note7 4800万相机,0,0,0
KgHWUlLxL,https://weibo.cn/comment/KgHWUlLxL?uid=1054332927&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 老简宁
转发内容: 【声音】郑颂国妻子鸣冤：公正何在？背景：当地时间5月14日，俄亥俄州立大学药学院前风湿免疫科教授郑颂国，因向美国联邦政府作出虚假陈述（false statement），被判处37个月监禁。此外，他还被要求向美国国立卫生研究院（NIH）归还约340万美元资助金，向俄亥俄州立大学归还41.3万美元。　　2018年11月，时任美国司法部长的Jeff Sessions宣布一项所谓China Initiative计划，旨在确定中国商业秘密盗取案件的调查和执行重点，该计划指南中的一项内容就是针对美国大学的科研领域。此后有多位科学家被FBI逮捕，其中多数为华人科学家。比如2021年1月14日，麻省理工学院（MIT）电力工程学教授、知名美籍华人纳米科学家陈刚因未能披露与中国的合作等控诉被FBI逮捕。据财新报道，郑教授依然还是中国国籍。综合郑教授妻子论述，应该是受不了重刑犯监狱环境、漫长诉讼及昂贵律师费用，想认一个轻罪尽快出狱，谁知道被法官史无前例重判。         [组图共3张]      原图                     ",False,无,2021-05-23 01:06,红米Note7 4800万相机,0,0,0
KgHUO0Zli,https://weibo.cn/comment/KgHUO0Zli?uid=1054332927&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 老简宁
转发内容: 【钩沉】重温毛泽东520声明      by  张序江  [组图共2张] 原图 ",False,无,2021-05-23 01:01,红米Note7 4800万相机,0,0,0
