微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgVf93mfZ,https://weibo.cn/comment/KgVf93mfZ?uid=1243352187&rl=0#cmtfrm,"转发理由:忘崽猫条//@kenny_kennia://@齐天大圣全被占有了 ://@Fungi君 : 好家伙 直接上手绑了//@勤劳慈祥狠无奈 :转发微博  
原始用户: 本喵叫兔兔
转发内容: 我们再干票大的，绑架代替购买，现抓现领养，这次把这一窝给它端了。 本喵叫兔兔的微博视频  ",False,无,2021-05-24 10:57,小米9,0,0,0
KgUwEzNOk,https://weibo.cn/comment/KgUwEzNOk?uid=1243352187&rl=0#cmtfrm,"转发理由://@最高权力西塞罗://@崔紫剑://@佳子喂://@麻烦来盘烧茄子:转发微博  
原始用户: 奥特虾不会写代码
转发内容: 来吊唁一下吴院士灵堂没有放哀乐，放的是《国际歌》和我同一批进灵堂的阿姨，是院士二十多年前的病人，她拉着院士的家属说，如果没有吴院士，她要少活二十多年听到《国际歌》的那一刻，我差点破防了院士一路走好 上海·第二军医大学附属东方肝胆外科医院  [组图共3张] 原图 ",False,无,2021-05-24 09:07 ,小米9,1,2,0
KgUmuzms7,https://weibo.cn/comment/KgUmuzms7?uid=1243352187&rl=0#cmtfrm,"转发理由:回复@红茶之园的秋天:你大概是从来没去过其他地方的军事展馆吧你们青岛做不好就觉得全国其他地方都不好？虽然国内军事展馆做的好的比较少，不过比青岛海博强的还是有很多  
原始用户: 解放军报
转发内容: 【国家一级文物101号#鞍山舰成功返回海军博物馆#1号码头】5月22日，中国人民解放军海军“鞍山舰”历时3个月经过某军工厂坞修完毕后返回海军博物馆，后续待博物馆对外开放后将对游客进行展示。（人民海军）解放军报的微博视频  ",False,无,2021-05-24 08:42 ,小米9,0,0,0
KgUlmwn3X,https://weibo.cn/comment/KgUlmwn3X?uid=1243352187&rl=0#cmtfrm,"转发理由:回复@红茶之园的秋天:在你们眼里批评就是地域黑，呵呵//@红茶之园的秋天:回复@苏芬以北NorthernAKP:地域黑死🐴 ，就这么简单//@苏芬以北NorthernAKP:青岛就特么没资格做海博驻地，多少舰机武器给毁在这了！//@多摩的狸子:真的是贬义的“干干净净”~~~全世界哪家博物馆的军舰弄得这么“干净”啊  
原始用户: 解放军报
转发内容: 【国家一级文物101号#鞍山舰成功返回海军博物馆#1号码头】5月22日，中国人民解放军海军“鞍山舰”历时3个月经过某军工厂坞修完毕后返回海军博物馆，后续待博物馆对外开放后将对游客进行展示。（人民海军）解放军报的微博视频  ",False,无,2021-05-24 08:40 ,小米9,0,0,0
KgTYL0mZR,https://weibo.cn/comment/KgTYL0mZR?uid=1243352187&rl=0#cmtfrm,"转发理由:回复@宅男闲来无事:如果说海博不是青岛市建的，那里面管理运营的又是哪里人？舰机舱室满是垃圾舷窗破损状态奇差也都是海军的锅？//@宅男闲来无事:海军博物馆是海军的，青岛根本管不了，就海军博物馆新盖的大楼很跟周边建筑一点都不搭，很多青岛人反对，但是没办法。  
原始用户: 解放军报
转发内容: 【国家一级文物101号#鞍山舰成功返回海军博物馆#1号码头】5月22日，中国人民解放军海军“鞍山舰”历时3个月经过某军工厂坞修完毕后返回海军博物馆，后续待博物馆对外开放后将对游客进行展示。（人民海军）解放军报的微博视频  ",False,无,2021-05-24 07:44 ,小米9,1,0,0
KgTGWcULh,https://weibo.cn/comment/KgTGWcULh?uid=1243352187&rl=0#cmtfrm,"转发理由:这下是真回不去了//@史老柒:啊这？安哥注意安全//@黄安:让你们开开眼。 评论配图 //@奥格威8383:安哥，你回台湾不怕民进党说你在微博造谣，害你吗？  
原始用户: 黄安
转发内容: 台北市饶河街夜市，昨日与今日。还在隐瞒疫情、还在唾面自干，缺试剂、缺疫苗、缺健康码、缺病床、缺医务人员、缺电、缺水、缺德、缺真话…………台湾人对民进党政府一点信心都没有，吓坏了！如果你在台湾社交软件写‘台湾人吓坏了’，那就是假消息，罚300万、关3年！近代历史罪该万死的两个党：纳粹、民进党。         [组图共2张]      原图                     ",False,无,2021-05-24 07:00 ,小米9,0,2,0
KgRe3pbT5,https://weibo.cn/comment/KgRe3pbT5?uid=1243352187&rl=0#cmtfrm,"转发理由://@陶短房:无悔追踪是部神剧——刘佩琦任何角度都是个好人，但按照演员自己当时的话说“这是个让大家和自己都浑身不自在的好人”  
原始用户: 快乐的大灰猫
转发内容: 无悔追踪第10集。三年自然灾害。刘佩琦的老婆孔琳又怀孕了。上一次怀第二胎的时候为了保住工作，她打掉了。她挺着肚子坐在炕上做针线。刘佩琦跟孔琳说，警察局长和苏大姐一直怀不上孩子，想过继他们这一胎。孔琳不乐意，说苏大姐这么矫情的人，还能养别人家的孩子？ 刘佩琦说现在大家都这么困难，他们能替我们养一个孩子，不是很好嘛。孔琳还是不同意，说我们和他们又没什么亲戚关系，局长老家不是有三个亲生儿子嘛。刘佩琦说儿子都已经那么大了，养不熟，再说我都已经答应他们了。孔琳生气地说：有你这样拍马屁的嘛。王志文的老婆大眉子（这演员不知道是谁，但是我觉得选得有点老气）带着女儿从乡下出来了。在这之前的两年，两个人属于分居状态。王志文嫌弃老婆没文化，出轨幼儿园老师被刘佩琦老婆孔琳捉奸在床，他提出离婚，刘佩琦摆下话来，只要有他在，王志文这婚就甭想离得成。大眉子就带着女儿回乡下了。因为实在饿得受不了，大眉子又不得不带着长得头大身体小的女儿回了北京。刘佩琦很惊讶，你们那儿没有公共食堂吗？大眉子说有，但吃不饱。大眉子跟王志文说她妈已经饿死了，后来这话传到刘佩琦耳朵里，他就认为王志文这狗特务在抹黑国家和党，果然贼心不死。王志文自大眉子母女两出来后就住进了学校宿舍。某夜，有个小伙子在学校外面问路，说找刘佩琦，他是刘佩琦的大侄子。王志文让他住进了自己宿舍，还给他窝窝头吃，结果发现这小伙子的脖子粗肿，窝窝头咽不下去。第二天早上，这个小伙子被发现死在学校的食堂里，手里捏着一个窝窝头。刘佩琦顺势把王志文给抓到了派出所，要他交待问题。王志文认为自己是收留了刘佩琦的大侄子，没有问题。刘佩琦冷笑，我家三辈单传，根本没有侄子。刘佩琦在王志文耳朵边阴嗖嗖地说：这不是来找我的，这是来找代号5182的特务的吧？法医跟警察局长和刘佩琦说小伙子的死亡原因并不是大脖子病，而是在他胃里发现的各种乱七八糟的药。局长指示刘佩琦一定要立即查明死者身份。正好王志文学校校长送来了死者遗物，局长一打开看见几双布鞋，刘佩琦惊讶地说原来真是我大侄子啊。刘佩琦释放了王志文，临走前对王志文说你记住我是个人民警察，然后转身离开。王志文追上去说：那你听好了，那个小伙子昨晚跟我说，他的妈妈已经饿死了。刘佩琦呆住。演到现在，已经经历了抗美援朝，公私合营，三反五反，大跃进，大鸣大放，自然灾害。估计接下来就是那10年了。真庆幸，我生活在现在。                     ",False,无,2021-05-24 00:43 ,小米9,0,2,0
KgRcGAJkL,https://weibo.cn/comment/KgRcGAJkL?uid=1243352187&rl=0#cmtfrm,"转发理由:真正值得反思的难道不是当地残疾人就业环境这么不好，以至于只能靠拼命跑步赚钱吗//@齐天大圣全被占有了://@我就是我healist: //@白粉兔:我知道这个人，很厉害很了不起，竟然，唉。//@肥花家的非鱼: 看得心里难受  
原始用户: 江宁婆婆
转发内容: tmd看得我血压要高了，一定要严肃追责  [组图共2张] 原图 ",False,无,2021-05-24 00:40 ,小米9,0,2,0
KgRbYfeKJ,https://weibo.cn/comment/KgRbYfeKJ?uid=1243352187&rl=0#cmtfrm,"转发理由:这都是刚打出去就掉地上的发射药和战斗药的可靠性还是要继续提高啊，当然对哈马斯目前连正规兵工厂都没有的状况来说已经很不容易了  
原始用户: 沙姆雄狮_EL
转发内容: 巴勒斯坦加沙地区的抵抗武装“圣城旅”开始收集在本次冲突中发射失败的Badr-3火箭弹。#以色列巴勒斯坦冲突##以色列与哈马斯宣布停火#  [组图共3张] 原图 ",False,无,2021-05-24 00:38 ,小米9,1,0,0
KgRbbya9p,https://weibo.cn/comment/KgRbbya9p?uid=1243352187&rl=0#cmtfrm,"转发理由:多训练几支像黎巴嫩真主党这样的部队，再给他们改善装备，犹太人就不会这么猖狂了  
原始用户: 沙姆雄狮_EL
转发内容: 21年前的今天，随着以色列撤军的开始，黎巴嫩“真主党”及其先前被迫逃离的黎巴嫩南方居民首次抵达了黎巴嫩——以色列边境地区。#军事历史全触达##中东军情#  [组图共2张] 原图 ",False,无,2021-05-24 00:36 ,小米9,0,0,0
