微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgXv44tjT,https://weibo.cn/comment/KgXv44tjT?uid=1647209574&rl=0#cmtfrm,"转发理由:牧羊人没事，运动员出事，看来是赛事准备不足。  
原始用户: 蕨代霜蛟
转发内容: 昨天明确提出黄河石林越野赛这件事100%是人祸，和极端天气什么毫无干系的时候一波人来杠。现在以一己之力拯救六条人命的当地牧羊人出来一语道破天机——这种天气常有。所以到这里事情已经越来越清楚了：①这不是极端天气，最多只是坏天气。经常发生的天气不叫极端天气，这一点有基本逻辑并且以中文为母语的人都懂，毋庸赘述了。②有关部门逻辑和思路清晰的话千万不要再拿极端天气说事了。因为整整24小时多以前的甘肃气象已经明确了天气预报，后来发生的一切坏天气都精准落在天气预报的范围内，无论是强风强降雨还是低温，没有任何特别的幺蛾子飞出来，没有发生雪崩、天上没有陨石坠落、地面也没有突然裂开一个巨洞。这个时候若还总是拿所谓极端天气说事下去的话，事情就会变味，变成你明明提前24+小时知道会有极端天气你还让人上，这不是让人去送命吗？所以哪怕为了好好公关，也真的别再强调极端天气了。你就承认从头到底没有重视，大家反而能够理解得多。         [组图共2张]      原图                     ",False,无,2021-05-24 16:42 ,iPhone 12 Pro(海蓝色),1,0,1
KgoKMmFRI,https://weibo.cn/comment/KgoKMmFRI?uid=1647209574&rl=0#cmtfrm,这个火锅可厉害了关键吃不上，不信你试试 澳门·川江月  显示地图 原图 ,True,澳门·川江月,2021-05-21 00:14,iPhone 12 Pro(海蓝色),3,0,1
KgnJo5KNc,https://weibo.cn/comment/KgnJo5KNc?uid=1647209574&rl=0#cmtfrm,发现个现象，我国大多数卫视，名字都是拼音。除了嘻嘻踢卫，一枝独秀的还有拽跟踢卫！ 澳门  显示地图 原图 ,True,澳门,2021-05-20 21:38,iPhone 12 Pro(海蓝色),1,1,2
KgiTQkFFA,https://weibo.cn/comment/KgiTQkFFA?uid=1647209574&rl=0#cmtfrm,"转发理由:念念不忘，必有回响  
原始用户: 凤凰网娱乐
转发内容: 【#佟丽娅和陈思诚今天离婚了没有啊#】真·一觉醒来就有大惊喜20日，#陈思诚佟丽娅离婚# 消息公布。刚刚，一位从2019年就开始打卡“佟丽娅和陈思诚今天离婚了没有啊”的网友发文：“5🈷️20日佟丽娅和陈思诚今天离婚了吗？——离了。”恭喜博主完成使命  [组图共6张] 原图 ",False,无,2021-05-20 09:20,iPhone 12 Pro(海蓝色),1,2,1
Kg9Uh4Wzm,https://weibo.cn/comment/Kg9Uh4Wzm?uid=1647209574&rl=0#cmtfrm,#大二男生从上海坐公交到北京#这位男生没微博？想看看他的记录。话题里翻半天都是各种媒体报道。  ,True,无,2021-05-19 10:27,HUAWEI Mate X2,1,0,1
Kg9dqhAwG,https://weibo.cn/comment/Kg9dqhAwG?uid=1647209574&rl=0#cmtfrm,"转发理由:为了维护自己的一点点消费权益，之前把消费者逼成了闹事者，这次把消费者逼成女律师。  
原始用户: 人民日报
转发内容: 【#飞机延误女乘客有理有据协商#】近日，西安一机场，飞机延误导致大批乘客滞留，其中不乏八九十岁的乘客。众人协商无果后，一位女乘客找到机场工作人员沟通，她搬出民航相关法律条款，要求航司“解决食宿，给予经济赔偿，协助免费退改签，安排补班班机”，有理有据地提出要求。人民视频的微博视频  ",False,无,2021-05-19 08:41,iPhone 12 Pro(海蓝色),23,34,2
Kg9cKET00,https://weibo.cn/comment/Kg9cKET00?uid=1647209574&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 人民视频
转发内容: 【有理有据！#飞机延误后女子礼貌协商# 】近日，西安一机场，飞机延误导致大批乘客滞留，其中不乏八九十岁的乘客。众人协商无果后，一位女乘客找到机场工作人员沟通，她搬出民航相关法律条款，要求航司“解决食宿，给予经济赔偿，协助免费退改签，安排补班班机”，有理有据地提出要求。 人民视频的微博视频                     ",False,无,2021-05-19 08:39,iPhone 12 Pro(海蓝色),0,0,0
Kg4tkEAjA,https://weibo.cn/comment/Kg4tkEAjA?uid=1647209574&rl=0#cmtfrm,"转发理由:大妙音寺！  
原始用户: 北京印迹inBeijing
转发内容: #老照片·老故事# 屹立在北京阜成门内的白塔，是北京城区现存唯一的元代建筑。在与白塔朝夕相伴的七百多年间，塔前寺院的本名却少有人知，习惯地被称作白塔寺。在这张白塔年代最为久远的照片里，塔身上白色灰浆都已经脱落，露出密布的灰砖和七条铁箍。（1860年，菲利斯・比托/摄）  原图 ",False,无,2021-05-18 20:36,iPhone 12 Pro(海蓝色),2,0,0
Kg0d4aSZA,https://weibo.cn/comment/Kg0d4aSZA?uid=1647209574&rl=0#cmtfrm,"转发理由:阔过后面的备注“且饮食业发达过”，这个真的很重要，我们山西阔过，饮食嘛，真的沙漠了。  
原始用户: 京城吃货日记
转发内容: 美食之都有几个标准：1. 阔过，且饮食业发达过2. 菜式：万国来朝3. 食客：至少清末民初就住这个地方的极具传播特点的话就不说了，因为不专注吃喝的人，除了踪着一两样平民饮食外，其他的不是故意看不见，更多可能是压根不知道，这种人谈吃本身就挺可笑的，酸辣咸穷嘴谈卤煮多难吃，至少北平时候那拨人也不吃辣椒啊。                     ",False,无,2021-05-18 09:45,新版微博 weibo.com,2,2,0
KfKHZlvW0,https://weibo.cn/comment/KfKHZlvW0?uid=1647209574&rl=0#cmtfrm,"转发理由:得道多助，失道寡助？ 中文非常神奇  
原始用户: 林登万大人
转发内容: 哈马斯为博同情，抬着假尸体游街，不料现场穿帮。但是这个视频明明是去年约旦的事情。。。为什么中文互联网上这么多人捧以色列踩巴勒斯坦，甚至不惜造谣传谣  ",False,无,2021-05-16 18:18,iPhone 12 Pro(海蓝色),4,3,0
